+----------+---------------+---------------+
|session_id|min_final_price|max_final_price|
|2601      |29.11          |69.11          |
|8954      |30.24          |70.24          |
|8416      |15.13          |55.13          |
|4921      |24.99          |64.99          |
|7900      |17.63          |57.63          |
|8267      |30.84          |70.84          |
|948       |33.78          |63.78          |
|1540      |21.77          |41.77          |
|2540      |28.83          |68.83          |
|7292      |23             |43             |
|7184      |32.7           |62.7           |
|3882      |39.2           |69.2           |
|6495      |26.41          |66.41          |
|6086      |16.23          |56.23          |
|981       |30.61          |70.61          |
|8118      |16.12          |56.12          |
|6091      |37.04          |37.04          |
|7141      |18.89          |38.89          |
|8366      |28.46          |68.46          |
|5628      |40.94          |40.94          |
|9413      |33.98          |73.98          |
|6473      |34.79          |74.79          |
|7711      |23.36          |63.36          |
|7520      |26.59          |46.59          |
|2538      |18.05          |58.05          |
|1747      |41.57          |71.57          |
|3890      |28.53          |68.53          |
|972       |31.36          |51.36          |
|6329      |21.07          |61.07          |
|8814      |29.68          |69.68          |
|3374      |28.7           |68.7           |
|8097      |22.35          |62.35          |
|2130      |19.06          |39.06          |
|4702      |33.49          |73.49          |
|5352      |33.98          |73.98          |
|3682      |33.94          |73.94          |
|8841      |28.23          |58.23          |
|7541      |22.99          |62.99          |
|7985      |29.2           |59.2           |
|3133      |15.67          |55.67          |
|4948      |18.48          |28.48          |
|8624      |26.68          |36.68          |
|524       |30.23          |60.23          |
|7372      |25.1           |65.1           |
|3311      |44.65          |74.65          |
|312       |23             |63             |
|5511      |20.48          |60.48          |
|4959      |18.77          |58.77          |
|862       |41.94          |61.94          |
|9018      |22.24          |62.24          |
|8362      |19.59          |59.59          |
|1185      |19.19          |59.19          |
|7566      |25.25          |55.25          |
|6723      |27.66          |67.66          |
|8359      |28.12          |68.12          |
|4587      |36.34          |66.34          |
|9282      |41.81          |51.81          |
|2906      |72.19          |72.19          |
|488       |19.15          |59.15          |
|6210      |30.63          |70.63          |
|2255      |28.1           |38.1           |
|6818      |30.3           |70.3           |
|5163      |32.76          |62.76          |
|4548      |30.19          |70.19          |
|4705      |15.71          |55.71          |
|1101      |25.77          |65.77          |
|1770      |32.97          |32.97          |
|7388      |21.89          |41.89          |
|99        |16.04          |36.04          |
|7486      |33.56          |73.56          |
|9924      |15.19          |35.19          |
|8407      |21.4           |61.4           |
|3688      |31.95          |61.95          |
|9626      |18.9           |58.9           |
|4194      |31.05          |71.05          |
|3499      |31.68          |31.68          |
|7105      |21.57          |61.57          |
|5049      |31.37          |51.37          |
|8766      |32.13          |62.13          |
|442       |30.87          |60.87          |
|2254      |33.53          |73.53          |
|1238      |17.89          |57.89          |
|9536      |31.38          |71.38          |
|8522      |42.05          |72.05          |
|12        |35.45          |45.45          |
|8890      |30.72          |70.72          |
|8453      |22.93          |62.93          |
|6024      |17.34          |37.34          |
|7108      |15.27          |55.27          |
|9673      |21.88          |61.88          |
|4082      |28.12          |68.12          |
|6756      |30.88          |70.88          |
|2486      |30.03          |70.03          |
|8943      |35.85          |45.85          |
|8400      |34.67          |54.67          |
|8854      |17.66          |57.66          |
|2477      |28.48          |68.48          |
|3495      |25.7           |65.7           |
|264       |26.87          |66.87          |
|5961      |23.84          |63.84          |
|8729      |23.99          |63.99          |
|9386      |30.85          |70.85          |
|4151      |29.58          |69.58          |
|384       |20.19          |60.19          |
|4433      |31.25          |51.25          |
|5100      |17.02          |57.02          |
|7453      |29.47          |69.47          |
|7313      |30.23          |50.23          |
|8936      |23.5           |63.5           |
|6285      |21.22          |41.22          |
|9334      |31.06          |71.06          |
|5291      |25.33          |65.33          |
|4668      |36.67          |66.67          |
|7982      |16.52          |56.52          |
|7479      |22.79          |62.79          |
|9940      |44.25          |74.25          |
|9506      |32.89          |72.89          |
|826       |15.97          |55.97          |
|4897      |20.88          |40.88          |
|3505      |23.5           |63.5           |
|4574      |34.67          |74.67          |
|4995      |15.06          |55.06          |
|8314      |20.32          |60.32          |
|6975      |22.82          |42.82          |
|5322      |21.92          |61.92          |
|8172      |26.23          |56.23          |
|4725      |27.29          |67.29          |
|1564      |15.55          |35.55          |
|2126      |33.04          |43.04          |
|6921      |16.17          |26.17          |
|6228      |30.78          |60.78          |
|3987      |30             |70             |
|768       |34.85          |64.85          |
|838       |31.82          |41.82          |
|9844      |34.36          |74.36          |
|7421      |19.51          |59.51          |
|6575      |34.63          |74.63          |
|9041      |25.28          |65.28          |
|8213      |20.72          |60.72          |
|2292      |39.42          |69.42          |
|2089      |22.88          |42.88          |
|7565      |24.43          |44.43          |
|1928      |33.87          |33.87          |
|6188      |29.39          |69.39          |
|3686      |31.94          |71.94          |
|88        |30.88          |70.88          |
|5790      |27.26          |67.26          |
|188       |22.86          |22.86          |
|1467      |43.4           |73.4           |
|4232      |42.47          |42.47          |
|2155      |26.68          |66.68          |
|8474      |26.75          |36.75          |
|2792      |21.13          |61.13          |
|6612      |27.9           |47.9           |
|3549      |20.19          |40.19          |
|5301      |21.82          |61.82          |
|703       |23.96          |43.96          |
|2413      |20.94          |40.94          |
|1161      |17.17          |57.17          |
|8792      |27.01          |67.01          |
|2428      |19.98          |59.98          |
|7692      |30.02          |40.02          |
|5994      |24.08          |64.08          |
|7545      |16.93          |36.93          |
|9177      |21.31          |61.31          |
|6447      |25.75          |55.75          |
|7898      |29.9           |69.9           |
|2455      |22.86          |62.86          |
|2153      |16.46          |36.46          |
|5         |22.19          |62.19          |
|6339      |29.09          |29.09          |
|4396      |26.78          |66.78          |
|5504      |30.27          |70.27          |
|1165      |31.96          |51.96          |
|3406      |21.52          |41.52          |
|3753      |63.66          |63.66          |
|6070      |24.99          |44.99          |
|8720      |32.3           |72.3           |
|9571      |39.48          |69.48          |
|1429      |36.61          |66.61          |
|807       |25.77          |65.77          |
|6208      |24.7           |64.7           |
|6616      |44.04          |44.04          |
|5991      |20.89          |40.89          |
|2971      |21.97          |61.97          |
|8044      |42.94          |42.94          |
|2227      |27.12          |37.12          |
|7274      |25.94          |35.94          |
|4607      |32.14          |62.14          |
|2865      |18.09          |58.09          |
|8350      |15.23          |55.23          |
|444       |32.2           |72.2           |
|537       |27.23          |47.23          |
|6028      |36.75          |56.75          |
|4106      |23.68          |43.68          |
|6233      |32.85          |72.85          |
|7798      |33.92          |73.92          |
|9584      |18.73          |58.73          |
|2534      |33.25          |43.25          |
|9202      |34.74          |44.74          |
|4516      |21.73          |21.73          |
|9142      |16.58          |56.58          |
|3876      |25.75          |65.75          |
|4245      |16.88          |56.88          |
|2695      |39.03          |69.03          |
|9549      |23.75          |63.75          |
|6726      |48.42          |68.42          |
|6648      |21.05          |61.05          |
|5898      |22.95          |42.95          |
|2078      |24.12          |44.12          |
|9110      |30.91          |70.91          |
|9761      |41.86          |71.86          |
|3861      |24.41          |64.41          |
|8486      |29.99          |69.99          |
|6721      |38.73          |68.73          |
|6249      |34.05          |74.05          |
|369       |32.18          |72.18          |
|8264      |30.89          |70.89          |
|9083      |27.6           |67.6           |
|3783      |30.32          |70.32          |
|3632      |21.65          |61.65          |
|2010      |19.41          |39.41          |
|8568      |17.3           |57.3           |
|7010      |28.45          |48.45          |
|5257      |28.48          |58.48          |
|5607      |31.18          |71.18          |
|2986      |38.65          |58.65          |
|8352      |49.5           |49.5           |
|7023      |38.96          |58.96          |
|7487      |28.91          |48.91          |
|9808      |23.4           |63.4           |
|8663      |17.38          |17.38          |
|7399      |40.62          |70.62          |
|6151      |42.36          |42.36          |
|8819      |22.52          |42.52          |
|8661      |19             |39             |
|1663      |19.13          |59.13          |
|78        |27.13          |47.13          |
|573       |15.95          |55.95          |
|8455      |21.73          |61.73          |
|7104      |61             |61             |
|3792      |25.39          |35.39          |
|2816      |40.11          |70.11          |
|2007      |29.1           |69.1           |
|5903      |16.68          |36.68          |
|2199      |41.05          |71.05          |
|852       |34.01          |64.01          |
|9754      |30.99          |50.99          |
|611       |15.36          |55.36          |
|3772      |32.97          |72.97          |
|2354      |26.34          |66.34          |
|5801      |33.41          |73.41          |
|2175      |29.89          |49.89          |
|9624      |27.37          |47.37          |
|9738      |26.21          |46.21          |
|4292      |18.34          |28.34          |
|5082      |19.79          |59.79          |
|9357      |27.62          |67.62          |
|4924      |20.36          |60.36          |
|1693      |29.77          |49.77          |
|8815      |38.17          |68.17          |
|6601      |35.38          |55.38          |
|3331      |35.37          |65.37          |
|6328      |18.21          |58.21          |
|448       |32.15          |52.15          |
|5613      |21.72          |61.72          |
|9715      |17.2           |57.2           |
|7613      |34.93          |54.93          |
|4231      |20.95          |60.95          |
|701       |43.54          |53.54          |
|7102      |22.35          |62.35          |
|9634      |31.13          |51.13          |
|9592      |31.71          |61.71          |
|6652      |19.79          |59.79          |
|7291      |25.48          |65.48          |
|6503      |22.89          |62.89          |
|8505      |36.3           |46.3           |
|3956      |33.75          |73.75          |
|8554      |22.09          |42.09          |
|6844      |37.33          |67.33          |
|9984      |45.86          |65.86          |
|8600      |26.8           |56.8           |
|9344      |21.08          |61.08          |
|9360      |42.09          |72.09          |
|3654      |23.54          |63.54          |
|6395      |25.02          |55.02          |
|1886      |18.1           |58.1           |
|7988      |27.83          |37.83          |
|5572      |39.55          |69.55          |
|289       |26.87          |66.87          |
|5779      |22.55          |62.55          |
|9480      |25.5           |45.5           |
|5446      |40.54          |40.54          |
|6743      |26.94          |66.94          |
|3000      |32.05          |52.05          |
|5964      |37.81          |67.81          |
|1400      |28.76          |68.76          |
|8238      |32.49          |72.49          |
|9588      |15.88          |55.88          |
|3543      |25.81          |65.81          |
|4024      |63.48          |63.48          |
|8803      |29.36          |49.36          |
|2963      |29.13          |69.13          |
|5863      |16.39          |56.39          |
|4998      |72.57          |72.57          |
|9633      |30.04          |60.04          |
|2067      |31.77          |71.77          |
|9448      |28.28          |38.28          |
|7316      |21.18          |61.18          |
|6236      |41.92          |71.92          |
|1941      |33.08          |73.08          |
|8469      |30.29          |30.29          |
|5215      |39.04          |69.04          |
|3019      |34.92          |74.92          |
|6269      |34.61          |64.61          |
|1470      |39.64          |69.64          |
|2278      |28.79          |48.79          |
|535       |15.38          |35.38          |
|5040      |33.09          |53.09          |
|4335      |26.76          |36.76          |
|1159      |32.87          |72.87          |
|4301      |39.1           |59.1           |
|2117      |28.91          |68.91          |
|4826      |62.5           |62.5           |
|3672      |28             |68             |
|3056      |35             |55             |
|3409      |40.07          |50.07          |
|2698      |20.46          |40.46          |
|725       |33.97          |53.97          |
|3117      |54.96          |74.96          |
|4107      |42.71          |72.71          |
|9100      |23.86          |63.86          |
|832       |34.24          |74.24          |
|8552      |16.24          |56.24          |
|5309      |20.58          |60.58          |
|7739      |34.01          |54.01          |
|6136      |16             |36             |
|3847      |34.28          |44.28          |
|3751      |31.26          |41.26          |
|6685      |28.22          |38.22          |
|4615      |71.67          |71.67          |
|9631      |31.25          |71.25          |
|4350      |24.8           |44.8           |
|5536      |33.39          |73.39          |
|2242      |29.5           |69.5           |
|2024      |31.31          |71.31          |
|8691      |26.93          |46.93          |
|4636      |39.5           |69.5           |
|5179      |29.21          |69.21          |
|3441      |18             |38             |
|9244      |30.49          |60.49          |
|1305      |18.04          |58.04          |
|2679      |25.03          |65.03          |
|4420      |25.12          |65.12          |
|2699      |28.87          |38.87          |
|8976      |32.96          |62.96          |
|7501      |42.81          |52.81          |
|7122      |30.33          |50.33          |
|3192      |29.53          |69.53          |
|7695      |51.53          |51.53          |
|5386      |27.94          |67.94          |
|8832      |15.08          |35.08          |
|7235      |28.62          |58.62          |
|7852      |24.96          |64.96          |
|1869      |16.62          |36.62          |
|9464      |39.39          |59.39          |
|4363      |36.16          |66.16          |
|4222      |36.87          |46.87          |
|2050      |27.43          |67.43          |
|1293      |18.62          |58.62          |
|3766      |32.94          |72.94          |
|2133      |24.41          |64.41          |
|3079      |61.44          |61.44          |
|6467      |18.78          |58.78          |
|3269      |28.11          |38.11          |
|158       |29.18          |69.18          |
|7670      |15.28          |25.28          |
|5413      |27.48          |67.48          |
|5213      |27.35          |57.35          |
|6463      |23.84          |63.84          |
|3796      |29.6           |69.6           |
|8805      |19.58          |29.58          |
|5596      |40.4           |70.4           |
|2305      |18.98          |58.98          |
|9314      |18.05          |58.05          |
|4658      |33.1           |63.1           |
|6597      |16.09          |56.09          |
|4444      |33.81          |63.81          |
|8387      |17.64          |57.64          |
|3596      |32.21          |72.21          |
|5710      |22.84          |62.84          |
|4262      |33.2           |63.2           |
|8438      |23.53          |63.53          |
|6441      |17.21          |57.21          |
|2120      |27.77          |47.77          |
|8745      |29.64          |69.64          |
|1667      |26.09          |46.09          |
|3669      |21.15          |41.15          |
|308       |17.58          |57.58          |
|7583      |26.53          |56.53          |
|8203      |15.13          |55.13          |
|6567      |30.25          |70.25          |
|3781      |15.13          |55.13          |
|2852      |38.44          |68.44          |
|614       |22.34          |62.34          |
|6584      |25.59          |65.59          |
|1607      |32.12          |72.12          |
|9452      |21.26          |61.26          |
|7199      |38.88          |68.88          |
|6404      |29.06          |69.06          |
|5191      |19.7           |59.7           |
|3929      |20.84          |60.84          |
|9014      |41.04          |71.04          |
|3823      |29.14          |59.14          |
|4272      |31.7           |51.7           |
|2148      |23.84          |63.84          |
|6382      |25.76          |65.76          |
|5872      |29.68          |49.68          |
|9980      |16             |56             |
|1752      |43.86          |73.86          |
|846       |20.79          |60.79          |
|7390      |25.34          |35.34          |
|9395      |25.94          |65.94          |
|6398      |44.5           |74.5           |
|5043      |21.85          |61.85          |
|9654      |31.76          |51.76          |
|3455      |34.43          |34.43          |
|1554      |31.96          |71.96          |
|4299      |39.46          |49.46          |
|9297      |18.33          |58.33          |
|2606      |36.61          |66.61          |
|3239      |31             |41             |
|1509      |17.26          |37.26          |
|6033      |29.31          |69.31          |
|2075      |18.8           |38.8           |
|8902      |19.46          |59.46          |
|4798      |26.11          |66.11          |
|6290      |15.31          |35.31          |
|849       |22.28          |32.28          |
|8974      |40.7           |60.7           |
|4849      |34.84          |74.84          |
|9188      |26.9           |66.9           |
|9298      |29.22          |49.22          |
|9154      |20.89          |40.89          |
|1905      |33.23          |73.23          |
|7858      |25.53          |65.53          |
|1698      |22.95          |62.95          |
|919       |32.33          |72.33          |
|7680      |36.16          |46.16          |
|4347      |17.22          |57.22          |
|6874      |54.17          |54.17          |
|1673      |33.88          |73.88          |
|7241      |33.55          |43.55          |
|6184      |34.18          |74.18          |
|7335      |16.77          |56.77          |
|8919      |44.28          |54.28          |
|5751      |55.58          |55.58          |
|2215      |29.98          |59.98          |
|2403      |41.93          |71.93          |
|1728      |40.35          |70.35          |
|7775      |17.03          |57.03          |
|5547      |74.25          |74.25          |
|3743      |41.11          |51.11          |
|8023      |31.82          |71.82          |
|9969      |26.36          |56.36          |
|5780      |24.36          |64.36          |
|5363      |29.14          |49.14          |
|7599      |19.68          |59.68          |
|5423      |36.56          |56.56          |
|2592      |20.08          |60.08          |
|3191      |22.36          |62.36          |
|6408      |22.54          |42.54          |
|9694      |29.91          |49.91          |
|2756      |25.26          |35.26          |
|9332      |23.27          |63.27          |
|766       |23.23          |63.23          |
|1978      |22.18          |62.18          |
|1789      |32.58          |52.58          |
|2065      |15.82          |35.82          |
|9471      |34.38          |74.38          |
|8135      |15.29          |35.29          |
|4480      |25.64          |65.64          |
|8220      |38.17          |48.17          |
|3849      |17.35          |57.35          |
|5451      |30.2           |70.2           |
|9146      |30.33          |70.33          |
|9112      |33.97          |73.97          |
|9590      |22.04          |32.04          |
|3941      |17.93          |57.93          |
|29        |30.74          |70.74          |
|8144      |26.47          |26.47          |
|4         |23.4           |63.4           |
|844       |20.28          |40.28          |
|9913      |32.46          |62.46          |
|7323      |33.57          |73.57          |
|8721      |22.09          |62.09          |
|4915      |29.58          |49.58          |
|6146      |28.7           |28.7           |
|6040      |23.99          |33.99          |
|6         |16.64          |56.64          |
|6884      |27.74          |47.74          |
|1551      |21.96          |41.96          |
|2628      |26.22          |66.22          |
|1148      |42.54          |52.54          |
|4123      |26.24          |56.24          |
|1979      |23.12          |63.12          |
|1650      |26.57          |66.57          |
|6628      |15.41          |55.41          |
|3940      |34.63          |64.63          |
|3501      |20.15          |60.15          |
|5718      |19.42          |59.42          |
|8077      |15.65          |35.65          |
|4079      |21.44          |61.44          |
|6896      |20.46          |60.46          |
|458       |37.14          |67.14          |
|9138      |34.67          |74.67          |
|6706      |33.58          |53.58          |
|8272      |30.04          |70.04          |
|1970      |34.64          |54.64          |
|368       |21.49          |61.49          |
|3364      |21.38          |61.38          |
|5992      |23.67          |63.67          |
|1850      |17.58          |57.58          |
|4369      |26.72          |46.72          |
|5298      |20.99          |60.99          |
|3050      |27.4           |67.4           |
|2470      |35.51          |65.51          |
|2023      |21.65          |61.65          |
|6978      |17.27          |37.27          |
|2998      |34.46          |64.46          |
|5437      |30.53          |50.53          |
|872       |15.28          |35.28          |
|9822      |23.79          |43.79          |
|5919      |22.89          |62.89          |
|3058      |25.49          |65.49          |
|5405      |26.43          |66.43          |
|4531      |28.58          |68.58          |
|1054      |19.01          |59.01          |
|6645      |27.3           |67.3           |
|7986      |34.6           |74.6           |
|3461      |16.61          |56.61          |
|1965      |30.94          |40.94          |
|6658      |34.42          |54.42          |
|5577      |37.6           |57.6           |
|1005      |30.75          |60.75          |
|5211      |27.92          |47.92          |
|3009      |32.57          |72.57          |
|217       |52.74          |52.74          |
|7722      |29.4           |69.4           |
|9415      |23.13          |63.13          |
|3678      |27.59          |67.59          |
|9961      |31.86          |71.86          |
|8698      |42.39          |72.39          |
|6036      |42.86          |42.86          |
|5184      |18.02          |58.02          |
|7556      |21.17          |61.17          |
|3248      |27.59          |67.59          |
|7014      |36.34          |66.34          |
|2877      |30.62          |70.62          |
|8252      |26.27          |66.27          |
|4714      |30.21          |70.21          |
|9420      |24.75          |44.75          |
|1601      |34.74          |74.74          |
|2092      |19.57          |59.57          |
|6279      |33.76          |73.76          |
|5624      |22.17          |62.17          |
|5846      |29.19          |69.19          |
|6126      |24.47          |64.47          |
|9439      |23.66          |63.66          |
|4068      |22.8           |62.8           |
|4732      |34.11          |74.11          |
|1712      |32.44          |42.44          |
|9657      |26.34          |66.34          |
|1654      |33.62          |73.62          |
|6574      |34.41          |74.41          |
|1991      |29.17          |69.17          |
|1889      |17.25          |57.25          |
|8354      |16.86          |56.86          |
|3906      |72.77          |72.77          |
|4717      |23.68          |63.68          |
|4137      |26.58          |66.58          |
|3481      |33.97          |53.97          |
|5506      |35.33          |35.33          |
|2190      |18.7           |58.7           |
|7254      |26.04          |46.04          |
|4588      |30.87          |70.87          |
|8614      |41.23          |71.23          |
|2344      |24.56          |64.56          |
|6366      |38.98          |38.98          |
|4229      |23.15          |63.15          |
|4010      |18             |58             |
|762       |23             |63             |
|6897      |44.84          |64.84          |
|1063      |55.03          |55.03          |
|5385      |29.42          |39.42          |
|69        |31.34          |71.34          |
|8304      |27.16          |47.16          |
|7657      |20.78          |60.78          |
|6147      |25.77          |45.77          |
|6488      |41.86          |71.86          |
|3587      |27.18          |67.18          |
|9059      |29.15          |69.15          |
|4268      |33.3           |73.3           |
|8680      |25.46          |55.46          |
|6886      |33.37          |63.37          |
|4060      |16.17          |56.17          |
|8012      |22.44          |32.44          |
|6693      |20.89          |60.89          |
|1445      |50.42          |70.42          |
|3701      |32.58          |62.58          |
|659       |16.71          |56.71          |
|7060      |36.66          |66.66          |
|9493      |32             |72             |
|6609      |25.68          |65.68          |
|5509      |40.03          |70.03          |
|2238      |28.32          |48.32          |
|2233      |27.47          |67.47          |
|279       |20.59          |60.59          |
|4806      |35.36          |65.36          |
|1480      |20.02          |60.02          |
|7717      |34.41          |64.41          |
|4926      |16.67          |56.67          |
|8802      |45.34          |45.34          |
|8694      |38.39          |68.39          |
|8887      |29.83          |69.83          |
|7553      |24.86          |64.86          |
|7179      |30.31          |50.31          |
|6847      |29.73          |69.73          |
|566       |16.69          |36.69          |
|8365      |22.5           |62.5           |
|9707      |18.78          |38.78          |
|592       |20.39          |40.39          |
|7585      |23.44          |43.44          |
|4113      |29.08          |49.08          |
|8104      |40.76          |50.76          |
|9358      |34.43          |74.43          |
|8928      |43.46          |73.46          |
|4438      |36.54          |56.54          |
|4334      |33.72          |73.72          |
|9234      |21.67          |61.67          |
|1640      |39.45          |69.45          |
|1520      |44.92          |74.92          |
|8681      |25.63          |65.63          |
|4285      |28.5           |38.5           |
|927       |21.15          |61.15          |
|8002      |30.37          |50.37          |
|3315      |32.79          |72.79          |
|2519      |24.55          |34.55          |
|5403      |15.63          |35.63          |
|6627      |35.66          |35.66          |
|5282      |26.97          |36.97          |
|1732      |39.42          |69.42          |
|1233      |27.31          |67.31          |
|165       |28.03          |68.03          |
|2266      |44.62          |74.62          |
|2162      |42.75          |72.75          |
|56        |36.51          |66.51          |
|6393      |30.19          |70.19          |
|4745      |25.94          |55.94          |
|8257      |16.55          |56.55          |
|3226      |34.76          |74.76          |
|3059      |20.96          |40.96          |
|4118      |24.46          |64.46          |
|7743      |27.07          |67.07          |
|6478      |20.58          |40.58          |
|4759      |29.73          |69.73          |
|9956      |18.76          |58.76          |
|245       |30.2           |50.2           |
|2615      |33.32          |73.32          |
|6313      |34.92          |54.92          |
|3016      |21.44          |31.44          |
|2670      |25.23          |65.23          |
|1807      |59.47          |59.47          |
|1017      |28.92          |68.92          |
|484       |33.97          |53.97          |
|8917      |20.69          |60.69          |
|8912      |24.41          |64.41          |
|3558      |19.52          |59.52          |
|144       |36.65          |66.65          |
|1885      |24.8           |44.8           |
|7981      |24.24          |64.24          |
|5923      |43.85          |73.85          |
|5073      |28.48          |58.48          |
|1754      |28.54          |48.54          |
|1224      |67.32          |67.32          |
|168       |33.48          |73.48          |
|4280      |28             |58             |
|3222      |21.31          |61.31          |
|1930      |16             |56             |
