4,ATMOS,75,4,second,false
4,ATMOS,76,4,second,false
4,ATMOS,77,4,second,false
4,ATMOS,78,4,second,false
4,ATMOS,79,4,second,false
4,ATMOS,80,4,second,false
4,ATMOS,81,4,second,false
4,ATMOS,82,4,second,false
4,ATMOS,83,4,second,false
4,ATMOS,84,4,second,false
4,ATMOS,85,4,second,false
4,ATMOS,86,4,second,false
4,ATMOS,87,4,second,false
4,ATMOS,88,4,second,false
4,ATMOS,89,4,second,false
4,ATMOS,90,4,second,false
4,ATMOS,91,4,second,false
4,ATMOS,92,4,second,false
4,ATMOS,93,4,second,false
4,ATMOS,94,4,second,false
4,ATMOS,95,4,second,false
4,ATMOS,96,4,second,false
4,ATMOS,97,5,second,false
4,ATMOS,98,5,second,false
4,ATMOS,99,5,second,false
4,ATMOS,100,5,second,false
4,ATMOS,101,5,second,false
4,ATMOS,102,5,second,false
4,ATMOS,103,5,second,false
4,ATMOS,104,5,second,false
4,ATMOS,105,5,second,false
4,ATMOS,106,5,second,false
4,ATMOS,107,5,second,false
4,ATMOS,108,5,second,false
4,ATMOS,109,5,second,false
4,ATMOS,110,5,second,false
4,ATMOS,111,5,second,false
4,ATMOS,112,5,second,false
4,ATMOS,113,5,second,false
4,ATMOS,114,5,second,false
4,ATMOS,115,5,second,false
4,ATMOS,116,5,second,false
4,ATMOS,117,5,second,false
4,ATMOS,118,5,second,false
4,ATMOS,119,5,second,false
4,ATMOS,120,5,second,false
4,ATMOS,121,6,second,false
4,ATMOS,122,6,second,false
4,ATMOS,123,6,second,false
4,ATMOS,124,6,second,false
4,ATMOS,125,6,second,false
4,ATMOS,126,6,second,false
4,ATMOS,127,6,second,false
4,ATMOS,128,6,second,false
4,ATMOS,129,6,second,false
4,ATMOS,130,6,second,false
4,ATMOS,131,6,second,false
4,ATMOS,132,6,second,false
4,ATMOS,133,6,second,false
4,ATMOS,134,6,second,false
4,ATMOS,135,6,second,false
4,ATMOS,136,6,second,false
4,ATMOS,137,6,second,false
4,ATMOS,138,6,second,false
4,ATMOS,139,6,second,false
4,ATMOS,140,6,second,false
4,ATMOS,141,6,second,false
4,ATMOS,142,6,second,false
4,ATMOS,143,6,second,false
4,ATMOS,144,6,second,false
4,ATMOS,145,7,second,false
4,ATMOS,146,7,second,false
4,ATMOS,147,7,second,false
4,ATMOS,148,7,second,false
4,ATMOS,149,7,second,false
4,ATMOS,150,7,second,false
4,ATMOS,151,7,second,false
4,ATMOS,152,7,second,false
4,ATMOS,153,7,second,false
4,ATMOS,154,7,second,false
4,ATMOS,155,7,second,false
4,ATMOS,156,7,second,false
4,ATMOS,157,7,second,false
4,ATMOS,158,7,second,false
4,ATMOS,159,7,first,false
4,ATMOS,160,7,first,false
4,ATMOS,161,7,first,false
4,ATMOS,162,7,first,false
4,ATMOS,163,7,first,false
4,ATMOS,164,7,first,false
4,ATMOS,165,7,first,false
4,ATMOS,166,7,first,false
4,ATMOS,167,7,first,false
4,ATMOS,168,7,first,false
4,ATMOS,169,8,first,false
4,ATMOS,170,8,first,false
4,ATMOS,171,8,first,false
4,ATMOS,172,8,first,false
4,ATMOS,173,8,first,false
4,ATMOS,174,8,first,false
4,ATMOS,175,8,first,false
4,ATMOS,176,8,first,false
4,ATMOS,177,8,first,false
4,ATMOS,178,8,first,false
4,ATMOS,179,8,first,false
4,ATMOS,180,8,first,false
4,ATMOS,181,8,first,false
4,ATMOS,182,8,first,false
4,ATMOS,183,8,first,false
4,ATMOS,184,8,first,false
4,ATMOS,185,8,first,false
4,ATMOS,186,8,first,false
4,ATMOS,187,8,first,false
4,ATMOS,188,8,first,false
4,ATMOS,189,8,first,false
4,ATMOS,190,8,first,false
4,ATMOS,191,8,first,false
4,ATMOS,192,8,first,false
4,ATMOS,193,9,first,false
4,ATMOS,194,9,first,false
4,ATMOS,195,9,first,false
4,ATMOS,196,9,first,false
4,ATMOS,197,9,first,false
4,ATMOS,198,9,first,false
4,ATMOS,199,9,first,false
4,ATMOS,200,9,first,false
4,ATMOS,201,9,first,false
4,ATMOS,202,9,first,false
4,ATMOS,203,9,first,false
4,ATMOS,204,9,first,false
4,ATMOS,205,9,first,false
4,ATMOS,206,9,first,false
4,ATMOS,207,9,first,false
4,ATMOS,208,9,first,false
4,ATMOS,209,9,first,false
4,ATMOS,210,9,first,false
4,ATMOS,211,9,first,false
4,ATMOS,212,9,first,false
4,ATMOS,213,9,first,false
4,ATMOS,214,9,first,false
4,ATMOS,215,9,first,false
4,ATMOS,216,9,first,false
4,ATMOS,217,10,first,false
4,ATMOS,218,10,first,false
4,ATMOS,219,10,first,false
4,ATMOS,220,10,first,false
4,ATMOS,221,10,first,false
4,ATMOS,222,10,first,false
4,ATMOS,223,10,first,false
4,ATMOS,224,10,first,false
4,ATMOS,225,10,first,false
4,ATMOS,226,10,first,false
4,ATMOS,227,10,first,false
4,ATMOS,228,10,first,false
4,ATMOS,229,10,first,false
4,ATMOS,230,10,first,false
4,ATMOS,231,10,first,false
4,ATMOS,232,10,first,false
4,ATMOS,233,10,first,false
4,ATMOS,234,10,first,false
4,ATMOS,235,10,first,false
4,ATMOS,236,10,first,false
4,ATMOS,237,10,first,false
4,ATMOS,238,10,first,false
4,ATMOS,239,10,first,false
4,ATMOS,240,10,first,false
4,ATMOS,241,11,first,false
4,ATMOS,242,11,first,false
4,ATMOS,243,11,first,false
4,ATMOS,244,11,first,false
4,ATMOS,245,11,first,false
4,ATMOS,246,11,first,false
4,ATMOS,247,11,first,false
4,ATMOS,248,11,first,false
4,ATMOS,249,11,first,false
4,ATMOS,250,11,first,false
4,ATMOS,251,11,first,false
4,ATMOS,252,11,first,false
4,ATMOS,253,11,first,false
4,ATMOS,254,11,first,false
4,ATMOS,255,11,first,false
4,ATMOS,256,11,first,false
4,ATMOS,257,11,first,false
4,ATMOS,258,11,first,false
4,ATMOS,259,11,first,false
4,ATMOS,260,11,first,false
4,ATMOS,261,11,first,false
4,ATMOS,262,11,first,false
4,ATMOS,263,11,first,false
4,ATMOS,264,11,first,false
4,ATMOS,265,12,first,false
4,ATMOS,266,12,first,false
4,ATMOS,267,12,first,false
4,ATMOS,268,12,first,false
4,ATMOS,269,12,first,false
4,ATMOS,270,12,first,false
4,ATMOS,271,12,first,false
4,ATMOS,272,12,first,false
4,ATMOS,273,12,first,false
4,ATMOS,274,12,first,false
4,ATMOS,275,12,first,false
4,ATMOS,276,12,first,false
4,ATMOS,277,12,first,false
4,ATMOS,278,12,first,false
4,ATMOS,279,12,first,false
4,ATMOS,280,12,first,false
4,ATMOS,281,12,first,false
4,ATMOS,282,12,first,false
4,ATMOS,283,12,first,false
4,ATMOS,284,12,first,false
4,ATMOS,285,12,first,false
4,ATMOS,286,12,first,false
4,ATMOS,287,12,first,false
4,ATMOS,288,12,first,false
4,ATMOS,289,13,first,false
4,ATMOS,290,13,first,false
4,ATMOS,291,13,first,false
4,ATMOS,292,13,first,false
4,ATMOS,293,13,first,false
4,ATMOS,294,13,first,false
4,ATMOS,295,13,first,false
4,ATMOS,296,13,first,false
4,ATMOS,297,13,first,false
4,ATMOS,298,13,first,false
4,ATMOS,299,13,first,false
4,ATMOS,300,13,first,false
4,ATMOS,301,13,first,false
4,ATMOS,302,13,first,false
4,ATMOS,303,13,first,false
4,ATMOS,304,13,first,false
4,ATMOS,305,13,first,false
4,ATMOS,306,13,first,false
4,ATMOS,307,13,first,false
4,ATMOS,308,13,first,false
4,ATMOS,309,13,first,false
4,ATMOS,310,13,first,false
4,ATMOS,311,13,first,false
4,ATMOS,312,13,first,false
4,ATMOS,313,14,first,false
4,ATMOS,314,14,first,false
4,ATMOS,315,14,first,false
4,ATMOS,316,14,first,false
